Recipe Id,Step Count,Message,Active time,Passive time
dubki_tiyan,1,"Drain the soaked urad dal and grind it into a thick, fluffy batter without adding much water. Add a pinch of salt and whisk well.",600,-1
dubki_tiyan,2,"For the curry, make a paste of the onion and tomato. Heat oil in a pan, add ginger-garlic paste, then the onion-tomato paste. Cook until oil separates.",900,-1
dubki_tiyan,3,"Add coriander, turmeric, and salt. Cook for a minute, then add 3 cups of water and bring the curry to a rolling boil.",480,-1
dubki_tiyan,4,Reduce the heat to a simmer. Drop small spoonfuls of the urad dal batter directly into the simmering curry to form dumplings (dubki).,300,-1
dubki_tiyan,5,"Cover and cook for 10-12 minutes without stirring, until the dumplings are firm and cooked through. Serve hot with rice.",720,-1
ragi_mudde,1,"In a heavy-bottomed pot, bring the water and salt to a rolling boil.",480,-1
ragi_mudde,2,Reduce the heat to medium. Add the ragi flour all at once. Do not stir immediately; let it cook for about 2 minutes as a mound.,120,-1
ragi_mudde,3,"Using a wooden stick or a sturdy spatula, begin stirring vigorously, pressing the mixture against the sides of the pot to break up all lumps.",600,-1
ragi_mudde,4,"Cook for another 2-3 minutes, stirring continuously, until the mixture forms a single, smooth, dense mass.",180,-1
ragi_mudde,5,"Wet your hands, take a portion of the hot dough, and quickly shape it into a smooth, round ball (mudde). Serve immediately with a thin curry (saaru).",120,-1
pandi_curry,1,"In a heavy-bottomed pot, add the pork cubes and cook on low heat to render the fat. No oil is needed.",900,-1
pandi_curry,2,"Once the fat has rendered, add the chopped onions and sauté until they turn brown.",600,-1
pandi_curry,3,Add the ginger-garlic paste and green chilies and cook for a few minutes.,300,-1
pandi_curry,4,"Stir in all the powdered spices (chili, coriander, pepper) and salt. Sauté for a minute.",180,-1
pandi_curry,5,"Add about 1 cup of water, cover the pot, and let the pork cook on low heat for 45-60 minutes, or until it is very tender.",3000,-1
pandi_curry,6,"Just before turning off the heat, stir in the Kachampuli vinegar. Mix well and serve hot with steamed rice balls (Kadambuttu).",120,-1
neer_dosa,1,"Wash and soak the rice in water for at least 4 hours, or overnight.",-1,14400
neer_dosa,2,Drain the rice and grind it with coconut (if using) and a little water to a very smooth paste.,600,-1
neer_dosa,3,"Transfer the paste to a bowl. Add more water and salt to create a very thin, watery, free-flowing batter.",180,-1
neer_dosa,4,"Heat a cast-iron tawa until it is very hot. Pour a ladleful of the batter from a height, starting from the edges and moving to the center, to cover the pan with a lacy network.",120,-1
neer_dosa,5,Cover and cook for about 1-2 minutes until the dosa is cooked. It is only cooked on one side. Fold and serve immediately.,120,-1
wild_greens_sambar,1,"In a pressure cooker, cook the toor dal with turmeric and a little oil until it is soft and mushy.",1200,-1
wild_greens_sambar,2,"In a pot, add the chopped wild greens, onion, garlic, and green chilies with about 2 cups of water. Boil until the greens are tender.",600,-1
wild_greens_sambar,3,"Add the cooked, mashed dal to the pot with the greens. Stir well.",120,-1
wild_greens_sambar,4,Add salt and simmer for 5-7 minutes for the flavors to combine. Serve hot with Ragi Mudde or rice.,420,-1
wild_greens_stir_fry,1,Thoroughly wash the foraged greens in several changes of water and chop them.,300,-1
wild_greens_stir_fry,2,Heat coconut oil in a pan. Add the crushed garlic and green chilies and sauté for a minute.,180,-1
wild_greens_stir_fry,3,"Add the chopped greens to the pan, along with salt. Stir well, cover, and cook on low heat for 5-7 minutes until the greens are wilted and tender.",420,-1
wild_greens_stir_fry,4,"Stir in the grated coconut, mix well, and cook for another minute before serving. Traditionally eaten with boiled rice.",120,-1
bamboo_rice_pudding,1,Wash and soak the bamboo rice in water for at least 1 hour.,-1,3600
bamboo_rice_pudding,2,Pressure cook the soaked rice with 1.5 cups of water until it is soft and well-cooked. Bamboo rice often takes longer to cook than regular rice.,1800,-1
bamboo_rice_pudding,3,"In a separate pan, melt the jaggery with a little water to form a syrup. Strain it to remove impurities.",300,-1
bamboo_rice_pudding,4,"Add the cooked bamboo rice, jaggery syrup, and thick coconut milk to a pot. Simmer on low heat for 10-15 minutes, stirring, until the pudding thickens.",900,-1
bamboo_rice_pudding,5,Stir in the cardamom powder and ghee. Serve warm.,120,-1
foraged_mushroom_fry,1,Thoroughly clean the wild mushrooms and slice them.,300,-1
foraged_mushroom_fry,2,Heat coconut oil in a pan. Add the sliced shallots and sauté until they turn golden brown.,480,-1
foraged_mushroom_fry,3,Add the turmeric powder and the sliced mushrooms. Sauté on high heat for 5-7 minutes until the mushrooms release their water and it evaporates.,420,-1
foraged_mushroom_fry,4,Sprinkle the crushed black pepper and salt. Stir well and cook for another 2 minutes. Serve hot.,120,-1
manjakoova_porridge,1,"In a pot, make a smooth paste with the Manjakoova powder and a little water to ensure there are no lumps.",180,-1
manjakoova_porridge,2,Gradually whisk in the remaining water or coconut milk.,120,-1
manjakoova_porridge,3,"Place the pot on low heat and cook, stirring continuously, for 10-15 minutes until the mixture thickens into a smooth porridge.",900,-1
manjakoova_porridge,4,Add jaggery for a sweet version or salt for a savory version. Stir until dissolved and serve warm.,120,-1
pej,1,Bring the water to a gentle boil in a pot.,300,-1
pej,2,Slowly whisk in the ground maize or millet flour to prevent lumps from forming.,120,-1
pej,3,"Reduce the heat to low and let the mixture simmer, stirring occasionally, for 15-20 minutes until the grain is cooked through and the porridge has thickened.",1200,-1
pej,4,Add salt to taste and serve warm.,60,-1
putpuda_chicken_stew,1,"Heat the oil in a pot. Add the crushed ginger, garlic, and green chilies. Sauté for a minute until fragrant.",300,-1
putpuda_chicken_stew,2,Add the chicken pieces and sear on all sides until they are lightly browned.,600,-1
putpuda_chicken_stew,3,Add the chopped mushrooms and salt. Stir and cook for 5 minutes until the mushrooms release their water.,300,-1
putpuda_chicken_stew,4,"Add about 2 cups of water, bring to a boil, then reduce the heat. Cover and simmer for 20-25 minutes, or until the chicken is tender and the gravy is rich.",1500,-1
mahua_puri,1,Soak the dried Mahua flowers in warm water for at least 1-2 hours until they are soft. Drain and grind them into a fine paste.,-1,1800
mahua_puri,2,"In a mixing bowl, combine the wheat flour with the prepared Mahua paste.",240,-1
mahua_puri,3,"Gradually add water and knead into a firm, smooth dough.",480,-1
mahua_puri,4,Divide the dough into small balls and roll each one out into a small circle (puri).,480,-1
mahua_puri,5,Heat oil in a deep pan. Deep-fry the puris one by one until they puff up and turn golden brown.,600,-1
baiga_chokha,1,"Wash the vegetable and place it directly on the embers of a wood fire or over a gas flame. Roast, turning occasionally, for 15-20 minutes until the skin is completely charred and the inside is soft.",1200,-1
baiga_chokha,2,"Let the vegetable cool slightly, then carefully peel off the burnt skin.",180,-1
baiga_chokha,3,"In a bowl, mash the cooked pulp with salt, chopped green chili, and a drizzle of mustard oil if using. Mix well and serve.",120,-1
panmodi,1,"In a bowl, combine the rice flour, grated cucumber, and grated jaggery. Mix well to form a thick, dough-like paste. The moisture from the cucumber should be sufficient; add water only if necessary.",480,-1
panmodi,2,Wash the leaves. Take a portion of the dough and place it on one half of a leaf.,120,-1
panmodi,3,Fold the other half of the leaf over to create a sealed parcel.,120,-1
panmodi,4,"Place the leaf parcels in a steamer and steam over boiling water for 15-20 minutes, until the cake inside is firm and cooked through.",1200,-1
panmodi,5,Serve warm as a sweet festive treat.,60,-1
ragi_ambil,1,"In a pot, whisk the ragi flour with 1 cup of water to make a smooth, lump-free paste.",180,-1
ragi_ambil,2,"Add the remaining 2 cups of water, cover the pot, and let it sit in a warm place to ferment overnight or for at least 8 hours.",-1,28800
ragi_ambil,3,"The next day, place the pot on the stove and bring the mixture to a simmer over low heat, stirring continuously.",300,-1
ragi_ambil,4,Cook for 5-7 minutes until the porridge thickens and the raw taste of the flour is gone.,420,-1
ragi_ambil,5,"Let it cool down completely. Once cool, stir in the buttermilk (if using) and salt. Serve as a cooling drink or thin porridge.",300,-1
crab_curry,1,Thoroughly clean the crabs.,600,-1
crab_curry,2,"In a pot, combine the cleaned crabs with chopped onion, crushed garlic, green chilies, turmeric, and salt.",240,-1
crab_curry,3,"Add about 1 cup of water, just enough to cook the crabs. Bring to a boil.",300,-1
crab_curry,4,Cover and simmer for 10-15 minutes until the crabs are cooked and have turned red.,900,-1
crab_curry,5,"Lightly mash the contents in the pot to create a thick, flavorful gravy. Serve hot with bhakri or rice.",120,-1
wild_yam_curry,1,"Follow the specific traditional method to process the wild yam to ensure it is safe for consumption (e.g., boiling, washing).",900,-1
wild_yam_curry,2,"In a pot, add the processed and cubed yam with enough water to cover. Boil for 15-20 minutes until tender.",1200,-1
wild_yam_curry,3,"In a separate pan, prepare a simple tempering with oil (if used), onion, garlic, turmeric, and chili powder.",300,-1
wild_yam_curry,4,"Add the boiled yam to the tempering, mix well, add salt, and cook for another 5 minutes.",300,-1
eromba,1,Boil the potatoes (or other vegetables) and the king chili together in water until the vegetables are completely soft.,1200,-1
eromba,2,"Drain the water. In a bowl, add the boiled vegetables, chili, salt, and the ngari.",120,-1
eromba,3,"Using a masher or your hands, coarsely mash all the ingredients together until well combined. If using, flake in the smoked fish.",180,-1
eromba,4,Serve immediately as a pungent side dish with rice.,60,-1
chamthong,1,"In a pot, add the chopped vegetables, sliced onion, ginger, ngari, and salt.",300,-1
chamthong,2,"Pour in enough water to cover the ingredients well, creating a soupy consistency.",60,-1
chamthong,3,"Bring to a boil, then reduce the heat, cover, and simmer for 20-25 minutes until the vegetables are tender.",1500,-1
chamthong,4,"Serve hot in a bowl, topped with a piece of dried or fried fish, to be eaten with rice.",60,-1
singju,1,"In a large bowl, combine all the shredded fresh vegetables.",480,-1
singju,2,Make a pungent paste by mashing the roasted ngari and roasted red chilies together.,300,-1
singju,3,Add the ngari-chili paste and salt to the vegetables. Toss everything together thoroughly with your hands.,120,-1
singju,4,Serve immediately to retain the crispness of the vegetables.,60,-1
paknam,1,"In a bowl, make a thick batter using the gram flour and a little water.",300,-1
paknam,2,"Mix the chopped herbs, mashed ngari, and chili into the batter.",300,-1
paknam,3,"Wash the turmeric leaves. Spread the batter evenly over one leaf, then cover it with the second leaf to create a parcel.",300,-1
paknam,4,"Heat a flat pan (tawa). Place the leaf parcel on the pan and cook on low heat for 10-15 minutes per side, until the batter inside is firm and cooked through. The leaves will be charred.",1800,-1
paknam,5,Unwrap the paknam from the leaves and cut into slices to serve.,120,-1
smoked_pork_with_akhuni,1,Boil the smoked pork pieces in water for 30-40 minutes until they are tender.,2100,-1
smoked_pork_with_akhuni,2,"In a separate pan, add the tender pork, a little of its stock, the akhuni paste, ginger, and the king chili.",300,-1
smoked_pork_with_akhuni,3,"Simmer for 15-20 minutes, allowing the pork to absorb the pungent flavor of the akhuni.",1200,-1
smoked_pork_with_akhuni,4,Adjust salt and serve hot with steamed rice.,60,-1
mepoh,1,"In a heavy-bottomed pot, combine all ingredients: rice, smoked meat, vegetables, ginger, and salt with about 5-6 cups of water.",600,-1
mepoh,2,Bring to a gentle simmer and cook on very low heat for at least 1 to 1.5 hours.,4500,-1
mepoh,3,"Stir the mixture frequently, especially towards the end, to prevent it from sticking to the bottom of the pot.",0,-1
mepoh,4,"The dish is ready when the rice has completely broken down and the entire mixture is a thick, savory porridge. Serve hot.",60,-1
doh_neiiong,1,"Dry roast the black sesame seeds in a pan on low heat until they are aromatic and start to pop. Let them cool, then grind into a fine powder or a thick paste with a little water.",900,-1
doh_neiiong,2,"In a pot, add the pork pieces and enough water to cover them. Bring to a boil and cook for 20-25 minutes until the pork is partially tender. Drain, reserving some of the stock.",1500,-1
doh_neiiong,3,"In the same pot, heat a little oil or pork fat. Sauté the onions until golden, then add the ginger paste.",480,-1
doh_neiiong,4,Add the partially cooked pork and the black sesame paste to the pot. Stir well to coat.,300,-1
doh_neiiong,5,"Add the green chilies, salt, and about a cup of the reserved pork stock. Cover and simmer on low heat for 20-30 minutes until the pork is fully tender and the gravy is thick and dark.",1800,-1
dohkhlieh,1,"Boil the pork meat in water with a pinch of salt for 45-60 minutes, or until it is completely tender.",3000,-1
dohkhlieh,2,"Once cooked, let the meat cool down slightly. Finely mince or chop the tender pork.",300,-1
dohkhlieh,3,"In a large bowl, combine the minced pork with the sliced onions, chopped ginger, and green chilies.",240,-1
dohkhlieh,4,Add salt and lemon juice. Toss everything together well and serve at room temperature.,120,-1
tungrymbai_pork,1,"In a pan, render the fat from the pork pieces over medium heat.",480,-1
tungrymbai_pork,2,"Add the chopped onion, ginger, and garlic to the rendered fat and sauté until fragrant.",420,-1
tungrymbai_pork,3,Add the pork pieces and cook until they are browned.,600,-1
tungrymbai_pork,4,"Stir in the Tungrymbai and black sesame seeds (if using). Cook for 5-7 minutes, mashing the beans slightly.",420,-1
tungrymbai_pork,5,"Add a little water to create a thick, paste-like consistency. Simmer for another 5 minutes and serve hot with rice.",300,-1
pumaloi,1,"In a bowl, mix the rice flour with a pinch of salt.",60,-1
pumaloi,2,"Sprinkle water little by little over the flour, mixing with your fingertips until it reaches a moist, crumbly, breadcrumb-like consistency. Do not knead into a dough.",420,-1
pumaloi,3,Transfer this moist flour mixture into a steamer lined with a damp cloth.,120,-1
pumaloi,4,Steam for 15-20 minutes until the cake is cooked through and fluffy.,1200,-1
pumaloi,5,Serve hot as an accompaniment to rich curries like Doh-neiiong.,60,-1
doo_kapa,1,"In a pot, combine the chicken pieces, Kalchi (or baking soda), slit green chilies, crushed ginger, and salt.",300,-1
doo_kapa,2,Add just enough water to almost cover the chicken. This is an oil-free dish.,120,-1
doo_kapa,3,Bring the mixture to a boil over medium heat. You will notice foam forming due to the alkali.,480,-1
doo_kapa,4,"Reduce the heat, cover the pot, and let it simmer for 20-25 minutes, or until the chicken is extremely tender and a simple, soupy gravy has formed.",1500,-1
nakam_bitchi,1,"Wash the dried fish. In a pot, combine the fish with about 3 cups of water, the green chilies, ginger, and salt.",180,-1
nakam_bitchi,2,Bring to a boil and then simmer for 15-20 minutes.,1200,-1
nakam_bitchi,3,"The dish is ready when the fish has rehydrated and imparted its strong, savory flavor to the soupy broth. Serve hot.",60,-1
dakharang,1,"Flake the smoked fish, removing any large bones.",600,-1
dakharang,2,"In a bowl, combine the flaked fish with the chopped onion, green chilies, mustard oil, and salt.",300,-1
dakharang,3,Toss everything together well and serve as a pungent side dish with rice.,60,-1
bai,1,"In a pot, combine the chopped vegetables with enough water to cover them.",120,-1
bai,2,"Add the Sa-um or Bekang, cooked rice, baking soda, green chilies, and salt. Stir to combine.",180,-1
bai,3,"Bring the mixture to a boil, then reduce the heat and let it simmer for 20-25 minutes.",1500,-1
bai,4,The stew is ready when the vegetables are completely tender and the broth has slightly thickened. Serve hot with plain rice.,60,-1
sawhchiar,1,"Wash the rice. In a large, heavy-bottomed pot, combine the rice, meat, ginger, garlic, and salt.",480,-1
sawhchiar,2,Add about 5-6 cups of water and bring the mixture to a boil.,600,-1
sawhchiar,3,"Reduce the heat to low, cover, and let it simmer for 45-60 minutes, stirring occasionally to prevent sticking.",3000,-1
sawhchiar,4,"The sawhchiar is ready when the meat is tender and the rice has broken down into a thick, cohesive porridge. Serve hot.",60,-1
vawksa_rep,1,Boil the smoked pork cubes in water for 20-25 minutes to tenderize them slightly. Drain.,1500,-1
vawksa_rep,2,"In a pan, add the boiled pork, chopped greens, ginger, garlic, and chilies.",180,-1
vawksa_rep,3,Stir-fry on medium heat for 10-15 minutes. No extra oil is needed as the pork fat will render out.,900,-1
vawksa_rep,4,The dish is ready when the greens are wilted and the pork is well-heated and aromatic. Serve with rice.,60,-1
hmarcha_rawt,1,"Roast the chilies, onion, and ginger directly over an open flame until their skins are charred and they are soft.",600,-1
hmarcha_rawt,2,Peel any excess charred skin off the onion and ginger.,120,-1
hmarcha_rawt,3,"In a mortar and pestle, pound the roasted ingredients together with salt to form a coarse, pungent chutney.",180,-1
bachchuri_taaba,1,"If using fresh bamboo shoots, boil them in water for 10 minutes to remove bitterness. Drain.",600,-1
bachchuri_taaba,2,"In a pot, combine the bamboo shoots, dried prawns, sidol, green chilies, turmeric, and salt.",180,-1
bachchuri_taaba,3,Add about 2-3 cups of water and bring to a boil.,300,-1
bachchuri_taaba,4,Simmer for 15-20 minutes until the bamboo shoots are tender and the broth is flavorful. Serve with rice.,1200,-1
paajon_twon,1,Prepare all the vegetables by washing and chopping them. Harder vegetables should be cut smaller than softer ones.,600,-1
paajon_twon,2,"In a large pot, combine all the prepared vegetables, ginger paste, chilies, turmeric, and salt.",300,-1
paajon_twon,3,Add enough water to create a stew-like consistency.,120,-1
paajon_twon,4,"Bring to a boil, then cover and simmer for 25-30 minutes, or until the hardest vegetables are tender.",1800,-1
sizo_hmepawk,1,"In a large, heavy-bottomed pot, combine the rice, pork, and ginger with about 6-7 cups of water. Bring to a boil.",900,-1
sizo_hmepawk,2,"Reduce the heat and let it simmer for about 1 hour, until the pork is tender and the rice starts to break down.",3600,-1
sizo_hmepawk,3,"Add the chopped Sizo leaves and salt. Continue to simmer for another 15-20 minutes, stirring frequently, until the leaves are cooked and the mixture is a thick, cohesive porridge.",1200,-1
arsa_biepenek,1,"In a pot, combine the chicken with ginger, garlic, crushed chilies, salt, and enough water to cover. Bring to a boil.",600,-1
arsa_biepenek,2,Simmer for 20-25 minutes until the chicken is cooked through.,1500,-1
arsa_biepenek,3,Make a slurry by mixing the rice flour with a little cold water.,120,-1
arsa_biepenek,4,"Pour the slurry into the simmering curry, stirring well to thicken the gravy. Cook for another 3-5 minutes and serve.",300,-1
anishi_curry,1,Soak the Anishi patties in warm water for about 30 minutes to soften them. Break them into smaller pieces.,-1,1800
anishi_curry,2,"In a pot, add the smoked pork and enough water to cover. Boil for 20 minutes until partially tender.",1200,-1
anishi_curry,3,"Add the soaked Anishi pieces, ginger, chilies, and salt to the pot.",180,-1
anishi_curry,4,"Simmer for another 20-25 minutes until the pork is fully tender and the Anishi has dissolved to form a thick, dark, and flavorful gravy.",1500,-1
bamboo_tube_fish,1,"Mix the fish pieces with crushed ginger, garlic, chilies, and salt.",300,-1
bamboo_tube_fish,2,Stuff the marinated fish into the hollow of a green bamboo tube.,300,-1
bamboo_tube_fish,3,Seal the open end of the bamboo tube with leaves.,120,-1
bamboo_tube_fish,4,"Place the bamboo tube directly in the embers of a fire, turning it periodically. Cook for 25-30 minutes until the bamboo is charred and the fish inside is steamed and cooked through.",1800,-1
yam_with_smoked_meat,1,"In a pot, combine the cubed yam, smoked meat, ginger, chilies, and salt.",300,-1
yam_with_smoked_meat,2,Add enough water to cover the ingredients and bring to a boil.,600,-1
yam_with_smoked_meat,3,"Reduce the heat, cover, and simmer for 30-40 minutes, or until both the yam and the meat are very tender.",2400,-1
yam_with_smoked_meat,4,Mash some of the yam pieces against the side of the pot to naturally thicken the stew. Serve hot.,120,-1
black_sticky_rice_pudding,1,Drain the soaked sticky rice.,60,-1
black_sticky_rice_pudding,2,"In a pot, combine the drained rice and water. Bring to a boil, then reduce heat and simmer, covered, for 40-50 minutes until the rice is very soft and has absorbed most of the water.",3000,-1
black_sticky_rice_pudding,3,Stir in the sugar or jaggery until it dissolves.,180,-1
black_sticky_rice_pudding,4,"For a richer pudding, stir in the coconut milk and cook for another 5 minutes. Serve warm.",300,-1
kai_chutney,1,"Carefully clean the ants and their eggs, removing any leaves or debris. They are often dried first.",600,-1
kai_chutney,2,"Using a stone grinder (sila-bata) or a mortar and pestle, crush the ants, eggs, tomatoes, chilies, garlic, ginger, coriander, and salt together into a coarse paste.",300,-1
kai_chutney,3,Serve immediately as a side condiment with meals.,60,-1
dal_paniya,1,Prepare the Dal: Pressure cook the mixed lentils with turmeric and salt until soft.,1200,-1
dal_paniya,2,"Prepare the Paniya dough: Knead the maize flour with hot water and salt to form a firm dough. Divide into thick, round cakes.",480,-1
dal_paniya,3,"Wrap each maize cake in greased leaves, creating a parcel. Roast these parcels on slow-burning cow-dung embers or a very hot, dry griddle for 15-20 minutes, flipping once.",1200,-1
dal_paniya,4,"Finish the Dal: Heat ghee in a small pan, add chopped garlic and green chilies, and sauté until fragrant. Pour this tempering over the cooked dal.",180,-1
dal_paniya,5,"To serve, break the hot Paniya into pieces, pour generous amounts of ghee over it, and eat with the dal.",120,-1
rabdi_milk,1,"Pour the milk into a wide, heavy-bottomed pan and bring to a simmer over low-medium heat.",600,-1
rabdi_milk,2,"As a layer of cream (malai) forms on the surface, gently push it to the side of the pan with a spatula. Continue this process repeatedly as new layers form.",2400,-1
rabdi_milk,3,"When the milk has reduced to about one-third of its original volume, add the sugar, crushed cardamom, and saffron. Stir until the sugar dissolves.",300,-1
rabdi_milk,4,Turn off the heat. Gently scrape the collected layers of cream from the sides back into the thickened milk. Let it cool and then chill before serving.,300,-1
khuri,1,Prepare the filling: Sauté the mustard greens with ginger until wilted. Mix with the mashed potato and crumbled chhurpi. Season with salt.,600,-1
khuri,2,"Prepare the batter: Whisk the buckwheat or millet flour with water to create a thin, smooth, pourable batter.",300,-1
khuri,3,Heat a flat pan (tawa) and grease it lightly. Pour a ladleful of batter and spread it into a thin crepe. Cook for 1-2 minutes.,180,-1
khuri,4,"Place a portion of the filling on one half of the crepe, fold it over, and cook for another minute. Serve hot with a spicy chutney.",120,-1
sishnu_ko_saag,1,"Wearing gloves, carefully wash the stinging nettle leaves in several changes of water.",300,-1
sishnu_ko_saag,2,"In a pot, bring water to a boil and blanch the nettle leaves for 3-5 minutes to remove their sting. Drain.",480,-1
sishnu_ko_saag,3,Heat ghee or oil in the pot. Add the crushed garlic and sauté until fragrant.,180,-1
sishnu_ko_saag,4,Add the blanched nettle leaves and salt. Add about 2 cups of water.,120,-1
sishnu_ko_saag,5,"Bring to a simmer and cook for 10-15 minutes until the leaves are very soft and have formed a thick, slightly tangy soup.",900,-1
momo,1,Prepare the dough by mixing the flour with water and a pinch of salt. Knead until smooth and let it rest for 30 minutes.,-1,1800
momo,2,"For the filling, combine the minced meat, chopped onion, minced ginger, salt, and pepper in a bowl. Mix thoroughly.",600,-1
momo,3,"Roll out small, thin circles from the dough. Place a spoonful of filling in the center of each circle.",900,-1
momo,4,"Fold and pleat the edges of the dough to seal the filling inside, creating the classic momo shape.",600,-1
momo,5,Arrange the momos in a greased steamer and steam over boiling water for 10-12 minutes until cooked through. Serve hot with a spicy tomato chutney.,720,-1
thukpa,1,Cook the noodles according to package directions. Drain and set aside.,600,-1
thukpa,2,"In a large pot, sauté the ginger-garlic paste. Add the sliced meat and cook until browned.",480,-1
thukpa,3,Add the chopped vegetables and stir-fry for a few minutes.,300,-1
thukpa,4,"Pour in about 4-5 cups of hot water or stock. Add soy sauce, salt, and pepper. Bring to a boil and then simmer for 10 minutes.",720,-1
thukpa,5,"To serve, place a portion of the cooked noodles in a bowl and ladle the hot broth with meat and vegetables over them.",180,-1
phagshapa,1,"In a pot, combine the pork fat strips (and meat, if using), sliced radish, whole dried red chilies, ginger, and salt.",300,-1
phagshapa,2,Add enough water to cover the ingredients. Bring to a boil.,480,-1
phagshapa,3,"Reduce the heat, cover, and let it simmer for 30-40 minutes until the pork fat is tender and has rendered, and the radishes are cooked through.",2100,-1
gundruk_ko_jhol,1,Soak the gundruk in warm water for 10-15 minutes to rehydrate it. Squeeze out the excess water.,-1,900
gundruk_ko_jhol,2,Heat oil in a pan. Sauté the chopped onion until translucent. Add the chopped tomato and cook until soft.,480,-1
gundruk_ko_jhol,3,Add the turmeric powder and the soaked gundruk (and soybeans if using). Sauté for a few minutes.,300,-1
gundruk_ko_jhol,4,Pour in about 3 cups of hot water and add salt. Bring to a boil and then simmer for 10-15 minutes until the soup is flavorful.,900,-1
dhindo,1,"In a heavy-bottomed pot, bring the water to a rolling boil. Add ghee if desired.",480,-1
dhindo,2,"Reduce the heat to medium. Start adding the flour gradually to the boiling water, stirring continuously and vigorously with a wooden spatula.",300,-1
dhindo,3,Continue to stir and press the mixture against the sides of the pot for 10-15 minutes to cook the flour and avoid lumps.,900,-1
dhindo,4,"The dhindo is ready when it forms a single, smooth, dense mass that pulls away from the sides of the pot. Serve immediately with dal or curry.",60,-1
sel_roti,1,"In a bowl, mix the rice flour, sugar, and melted ghee.",180,-1
sel_roti,2,"Gradually add water or milk, whisking to form a smooth, thick but flowing batter. Let it rest for at least 30 minutes.",-1,1800
sel_roti,3,Heat oil for deep frying in a wide pan (kadhai).,300,-1
sel_roti,4,Take a handful of batter and pour it steadily into the hot oil in a circular motion to form a ring shape.,120,-1
sel_roti,5,"Fry on medium-low heat for 2-3 minutes per side, until the sel roti is golden brown and cooked through. Use a skewer to turn it. Drain on absorbent paper.",360,-1
othidvar,1,"Prepare the chutney (Tashvirg): Dry roast the tomato, garlic, chili, and coriander seeds. Grind them together with the grated coconut and salt into a coarse paste.",900,-1
othidvar,2,"In a large bowl, mix the cooked rice with the buttermilk until well combined. The mixture should be moist enough to be shaped.",300,-1
othidvar,3,Shape the rice mixture by hand into a neat mound on a serving plate.,180,-1
othidvar,4,Create a small crater in the center of the rice mound.,60,-1
othidvar,5,Fill the crater with the prepared chutney and top it with a generous dollop of fresh buffalo butter. Serve immediately.,120,-1
roasted_termites,1,"After foraging, remove the wings from the termites.",300,-1
roasted_termites,2,"In a dry pan over medium heat, roast the termites, stirring frequently, for 5-7 minutes until they are crisp and cooked through.",420,-1
roasted_termites,3,"Sprinkle with a little salt and consume immediately as a crunchy, nutty-flavored snack.",60,-1
field_rat_curry,1,Roast the cleaned rat meat over an open fire to singe off any remaining fur and impart a smoky flavor. Cut into pieces.,600,-1
field_rat_curry,2,"In a pot, combine the meat pieces with crushed ginger, garlic, chilies, turmeric, and salt.",300,-1
field_rat_curry,3,Add enough water to cover the meat and bring to a boil.,300,-1
field_rat_curry,4,"Reduce the heat, cover, and simmer for 25-30 minutes until the meat is tender and a simple gravy has formed.",1800,-1
wild_turmeric_sweet,1,"Wash, peel, and grate the wild turmeric tuber.",480,-1
wild_turmeric_sweet,2,Boil the grated tuber in water for 20-25 minutes until it is completely soft. Drain thoroughly.,1500,-1
wild_turmeric_sweet,3,"In a pan, combine the boiled turmeric with the grated jaggery and coconut.",120,-1
wild_turmeric_sweet,4,"Cook on low heat, stirring continuously, until the jaggery melts and the mixture comes together to form a thick, sweet paste. Serve warm or cooled.",300,-1
sorghum_porridge,1,Bring the water to a boil in a pot.,300,-1
sorghum_porridge,2,"Slowly add the sorghum or maize flour, whisking continuously to prevent lumps from forming.",120,-1
sorghum_porridge,3,"Reduce the heat to low and simmer, stirring occasionally, for 15-20 minutes until the grain is cooked through and the porridge has thickened.",1200,-1
sorghum_porridge,4,Add salt to taste and serve warm.,60,-1
monitor_lizard_curry,1,"In a pot, combine the lizard meat, crushed ginger, garlic, green chilies, and the piece of Voddi wood.",300,-1
monitor_lizard_curry,2,Add enough water to cover the meat and bring to a boil.,300,-1
monitor_lizard_curry,3,"Reduce the heat, cover, and simmer for 30-40 minutes until the meat is tender and a simple gravy has formed.",2100,-1
monitor_lizard_curry,4,Add salt to taste and serve hot with porridge or rice.,60,-1
basic_tamarind_chutney,1,"In a mortar and pestle or on a grinding stone, combine the chilies, chopped onion, and salt.",120,-1
basic_tamarind_chutney,2,Pound the ingredients together into a coarse paste.,300,-1
basic_tamarind_chutney,3,Mix in the tamarind pulp thoroughly to create a pungent relish. Serve with rice or porridge.,180,-1
fried_flying_termites,1,"After foraging and trapping, remove the wings from the termites.",300,-1
fried_flying_termites,2,"On a hot, flat stone or a dry pan, roast the termites for 5-7 minutes, stirring, until they are crisp.",420,-1
fried_flying_termites,3,"Winnow to remove any remaining chaff, sprinkle with salt, and eat as a snack, often with jowar roti.",120,-1
edible_tamarind_seeds,1,Roast the hard tamarind seeds directly on a fire until they are well-charred.,900,-1
edible_tamarind_seeds,2,Soak the roasted seeds in water for two full days. This process softens the inner kernel.,-1,172800
edible_tamarind_seeds,3,"After soaking, crack open the seeds and peel off the outer shell.",600,-1
edible_tamarind_seeds,4,"The softened inner part is then eaten as a snack, said to taste like peas.",60,-1
chakhwi,1,"In a pot, combine the pork, bamboo shoots, ginger, green chilies, and baking soda with about 2 cups of water.",300,-1
