Recipe Id,Recipe Name English,Recipe Name Local,Is Non Veg,Total Active Time,Total Passive Time,Total Steps,Warning,Extra Info
sishnu_ko_saag,Stinging Nettle Soup,Sishnu ko Saag,False,1980,0,5,A nutritious soup made from foraged stinging nettle. The leaves must be handled with care and boiled thoroughly to neutralize their sting.,
momo,Himalayan Steamed Dumplings,Momo,True,2820,1800,5,The most famous Himalayan delicacy. This is a representative recipe for a traditional minced meat momo.,"A beloved Himalayan dumpling with clear Tibetan and Nepali origins, the momo has been enthusiastically adopted as a quintessential street food across India, especially in the North and Northeast India."
thukpa,Himalayan Noodle Soup,Thukpa,True,2280,0,5,"A hearty and warming noodle soup, perfect for cold climates. Can be made with any kind of meat or vegetables.","This hearty noodle soup, a staple comfort food from Tibet, was embraced in the Himalayan regions of India like Sikkim and Ladakh, where it became a warming and popular one-pot meal."
phagshapa,Pork Fat with Radish and Chilies,Phagshapa,True,2880,0,3,"A unique, oil-free stew where the richness comes entirely from rendered pork fat. It's a spicy and tangy dish.",
gundruk_ko_jhol,Fermented Leafy Green Soup,Gundruk ko Jhol,False,1680,900,4,A famous and traditional Himalayan soup with a distinct tangy and sour flavor derived from 'Gundruk' (fermented and dried leafy greens).,
dhindo,Buckwheat or Millet Porridge,Dhindo,False,1740,0,4,"A highly nutritious staple food. Requires vigorous and continuous stirring to achieve a smooth, dense, lump-free consistency.",
sel_roti,Fried Rice Flour Bread Rings,Sel Roti,False,960,1800,5,A signature festive bread. Creating the perfect ring shape while pouring the batter into hot oil requires practice.,
chi_chhaang,Himalayan Fermented Millet Beer,Chi / Chhaang / Tongba,False,-1,-1,0,"Recipe Unavailable. A culturally ubiquitous beverage made by fermenting millet with a special starter culture ('marcha'). It is a traditional biotechnology, not a standard recipe, and is often served in a bamboo container ('tongba').",
othidvar,Buttermilk Rice with Savory Chutney,Othidvar / Urunda Sappad,False,1560,0,5,"A quintessential dish of the Nilgiri pastoralists, showcasing a fusion of their traditional dairy with the adopted staple of rice. It is topped with fresh buffalo butter.",
roasted_termites,Roasted Winged Termites,Eesal Varuval,True,780,0,3,"A traditional, protein-rich snack foraged during the pre-monsoon season. This highlights the opportunistic and diverse nature of hunter-gatherer diets.",
field_rat_curry,Field Rat Curry,Eli Kari,True,3000,0,4,"A traditional food source for hunter-gatherer communities like the Irular, valued as a source of strength. This is a simple, rustic preparation.",
wild_turmeric_sweet,Wild Turmeric Sweet,Kasthurimanjal Sweet,False,2400,0,4,"A festive sweet prepared from the tuber of wild turmeric, showcasing the use of foraged ingredients in celebratory foods.",
sorghum_porridge,Sorghum Porridge,Jowar Pej,False,1680,0,4,"The traditional carbohydrate staple of the Chenchu diet before the widespread introduction of PDS rice. It is a simple, nourishing gruel.",
monitor_lizard_curry,Monitor Lizard Curry,Udumu Kura,True,2760,0,4,"A prized delicacy among the Chenchu, hunted with trained dogs. The preparation is simple and rustic, often cooked with a piece of Voddi tree wood, which is believed to be essential for proper cooking.",
basic_tamarind_chutney,Basic Tamarind Chili Chutney,Pachhadi,False,600,0,3,"This rudimentary chutney is a common accompaniment to the contemporary diet of PDS rice, reflecting economic precarity.",
fried_flying_termites,Fried Flying Termites,Usillu,True,840,0,3,"A prized, protein-rich seasonal delicacy captured using ingenious traditional trapping methods before the monsoon.",
edible_tamarind_seeds,Edible Tamarind Seeds,Chinta Ginja,False,1560,172800,4,This is not a recipe but a traditional processing method to render normally inedible tamarind seeds into a palatable snack.,
chenchu_liquor,Traditional Chenchu Liquor,Sara / Thummachakka,False,-1,-1,0,"Recipe Unavailable. These are traditional fermented beverages. Sara is made from Mahua flowers, while Thummachakka is a more potent brew from acacia bark, jaggery, and Mahua. They are integral to social life and rituals.",
chakhwi,Tripuri Alkaline Curry,Chakhwi,True,2700,0,4,"A celebratory dish, considered 'Mui Okra' (the first curry) in feasts. Its unique flavor comes from an alkaline liquid ('Khar' or baking soda), and the gravy is thickened with rice flour.",
gudok,Bamboo-Cooked Vegetable Mash,Gudok,True,2160,0,4,"A signature communal dish. It is traditionally cooked inside a hollow bamboo tube over a fire, which imparts a unique smoky flavor. The pungent taste of 'Berma' (fermented fish) is essential.",
wahan_mosdeng,Pork and Herb Salad,Wahan Mosdeng,True,2520,0,4,A classic 'Mosdeng' (spicy relish). This is a fresh preparation that relies on the quality of boiled pork and pungent raw herbs like culantro.,
bhangui,Aromatic Leaf-Steamed Rice,Bhangui,False,2280,3600,4,A beloved rice preparation. The unique shape and subtle aroma are imparted by steaming the rice inside a special cone-shaped banana leaf ('Lairu').,
muya_awandru,Bamboo Shoot and Fermented Fish Gravy,Muya Awandru,True,1800,0,4,"A classic gravy dish where the flavor of bamboo shoots is complemented by the pungent, savory taste of Berma. It is thickened with rice flour.",
chwak,Tripuri Rice Beer,Chwak / Chuwarak,False,-1,-1,0,"Recipe Unavailable. A culturally and spiritually significant fermented rice beverage, revered as a representation of the goddess Laxmi. The process is a form of traditional biotechnology, not a standard cooking recipe.",
shile_kutu,Bhotia Buckwheat Pancake,Shile Kutu / Tile Kutu,False,1200,0,4,"This is a simple, staple flatbread. The authenticity comes from using high-altitude buckwheat or wheat flour.",
champain,Bhotia Fried Noodles,Champain,False,2400,0,4,The unique texture comes from hand-rubbing the noodles. The use of local herbs like 'jumbu' is key to the authentic flavor.,
jaan,Bhotia Fermented Rice Beer,Jaan / Chakti,False,-1,-1,0,"Recipe Unavailable. This is a traditional, slow-fermented beverage requiring a specific starter culture (Balam) and is not a standard home-cooking recipe.",
machhi_bhat,Buksa Fish and Rice,Machhi Bhat,True,1980,900,6,"This is a representative recipe. The original text notes this as a staple of the Buksa tribe but does not provide a specific preparation method. This version reflects a simple, rustic curry.",
ghonghi,Tharu Spiced Snails,Ghonghi,True,2580,3600,6,The most critical step is thoroughly cleaning the snails and snipping the ends. Ground linseed is the traditional and essential thickening agent for the gravy.,
dhikri,Tharu Steamed Rice Flour Sticks,Dhikri,False,2580,0,6,"Using freshly milled rice flour, especially from 'anadi' sticky rice, gives the best texture. The dough should be smooth and not too dry.",
pakuwa,Tharu Barbecued Meat,Pakuwa,True,2700,3600,4,This is a festive dish. The flavor comes from a long marination and slow roasting over coals if possible.,
patushni,Tharu Fried Taro Leaf Wraps,Patushni / Aairkanchan,False,3540,0,7,This multi-step dish requires care when wrapping the leaves to ensure the paste does not leak during steaming.,
sidhara,Tharu Dried Fish and Taro Cakes,Sidhara,True,-1,-1,0,"Recipe Unavailable. This is not a dish to be cooked from scratch, but a preserved ingredient made from dried fish and taro stems, which is then used to flavor curries.",
laato_jel,Santhal Slow-Cooked Minced Meat,Laato Jel,True,2820,1800,5,"A rich, slow-cooked dish similar to 'kosha mangsho'. Powdered rice is used as a traditional thickening agent for the gravy.",
laad,Santhal Wood-Roasted Meat,Laad,True,4800,0,4,A primal and communal festive dish. The authentic flavor comes from slow-roasting the meat inside a hollowed-out Sal tree branch placed in a bonfire.,
hav_chatni,Santhal Red Ant Chutney,Hav Chatni,True,960,0,3,A pungent and tangy relish made from foraged red weaver ants and their eggs. It is a traditional delicacy valued for its unique taste and perceived medicinal properties.,
hisa_aara_sipi,Santhal Pakur Leaf Mash,HisaAara Jolisakamre Sipi,False,1380,0,4,A traditional 'bharta' (mash) made from foraged tender leaves of the Pakur tree (Ficus infectoria).,
millet_momos,Oraon Millet Dumplings,Millet Momos,False,2220,1800,4,"A contemporary adaptation of a popular dish, using traditional finger millet (ragi) flour for a healthier, more nutritious wrapper.",
kudrum_chutney,Oraon Roselle Flower Chutney,Kudrum Chutney,False,1200,0,4,A sweet and tangy chutney made from the calyces of the roselle plant (Hibiscus sabdariffa).,
wild_pig_roast,Indigenous Wild Pig Roast,Wild Pig Roast,True,7500,0,4,"The primary terrestrial game animal for the Jarawa, central to their social and ritual life. This recipe reflects the traditional slow-roasting method in a pit hearth ('aalaav').",
naan_yeast,Classic Yeast-Leavened Naan,Naan,False,1260,6900,7,"A hot pan is essential for the naan to puff up properly. This method uses yeast for a complex, slightly tangy flavor and a satisfyingly chewy gluten structure.","Introduced to India from Persia and Central Asia, this leavened flatbread was popularized by the Mughal court and became a global restaurant staple thanks to the blistering heat of the tandoor oven."
naan_no_yeast,Quick No-Yeast Naan,Naan,False,750,600,4,"This modern, convenient approach uses chemical leaveners, yielding a softer, more cake-like texture rather than a chewy one.","Introduced to India from Persia and Central Asia, this leavened flatbread was popularized by the Mughal court and became a global restaurant staple thanks to the blistering heat of the tandoor oven."
butter_garlic_naan,Butter Garlic Naan,Butter Garlic Naan,False,1560,6300,6,"For the best result, garlic is incorporated both into the dough and as a finishing butter.",
keema_naan,Spiced Minced Meat Stuffed Naan,Keema Naan,True,2460,5400,6,The primary challenge is managing the moisture of the filling to prevent the dough from tearing. The final filling mixture must be dry.,
paneer_naan,Paneer Stuffed Naan,Paneer Naan,False,1740,5400,5,"A vegetarian favorite, stuffed with a savory mixture of Indian cottage cheese (paneer) and spices.",
kulcha,Soft Leavened Flatbread,Kulcha,False,1080,7200,4,"Key differences from naan are the use of chemical leaveners (baking powder/soda) instead of yeast, resulting in a softer, less chewy texture.",
tandoori_roti,Whole Wheat Tandoor-style Roti,Tandoori Roti,False,780,2400,6,"A non-stick tawa cannot be used as the roti needs to stick to the surface for the inversion cooking method, which cleverly mimics the intense heat of a tandoor.",
chapati,Indian Whole Wheat Flatbread,Chapati / Roti,False,1320,1200,6,"The hallmark of a well-made chapati is its ability to puff up into a perfect sphere. This requires a soft, pliable dough, even rolling, and the high heat of a tawa followed by direct flame.",
paratha,Layered Whole Wheat Flatbread,Paratha,False,1200,1800,5,"Richer and more substantial than chapatis, thanks to the layers of ghee or oil incorporated during the folding process.",
aloo_paratha,Spiced Potato Stuffed Flatbread,Aloo Paratha,False,1500,600,5,"Ensure the boiled potatoes are cool and relatively dry when mashing to prevent the filling from becoming sticky, which can cause tearing during rolling.",
lachha_paratha,Layered Flaky Paratha,Lachha Paratha,False,1020,1950,5,"Famed for its visible, crisp, concentric layers. Be careful not to press too hard when rolling the final circle, as this would merge the layers.",
parotta,Malabar / Kerala Parotta,Parotta,False,1230,9300,6,"Made with maida (all-purpose flour) for a uniquely soft, chewy, and flaky texture. A very long resting period is essential. The final 'crush' step is crucial to separate the layers. An egg is optional for extra softness.",
dosa,Crispy Fermented Crepe,Dosa,False,540,52200,5,"The batter should be thinner than idli batter, with a smooth, pourable consistency. The tawa must be very hot when pouring the batter, then reduced to medium-low.",
masala_dosa,Dosa with Spiced Potato Filling,Masala Dosa,False,1110,54000,5,"A classic South Indian dish where a crisp dosa is filled with a savory, spiced potato and onion mixture. The potato filling should be moist but not watery to avoid making the dosa soggy.",
idli,Steamed Fermented Rice Cakes,Idli,False,2520,64800,5,Success depends on proper fermentation of the rice and lentil batter. A warm environment is crucial. Use non-iodized salt as iodized salt can inhibit microbial activity.,
appam,Kerala Lace Hoppers,Appam,False,1680,57600,6,"Unique bowl-shaped pancakes with a soft, spongy center and paper-thin, crispy edges. Traditionally fermented with toddy (palm wine), but yeast is a common substitute. Requires a special curved pan called an 'appachatti'.",
puttu,Kerala Steamed Rice Cylinders,Puttu,False,960,0,4,"The unique texture is crumbly and soft, not a batter or a dough. The most crucial step is achieving the correct 'wet breadcrumb' consistency of the flour mixture. Requires a special cylindrical steamer called a 'puttu kutti'.",
puri,Deep-Fried Puffed Bread,Puri / Poori,False,660,600,4,The dough for puri should be much firmer than chapati dough to prevent it from absorbing too much oil during frying. The oil must be hot enough for the puri to puff up instantly.,
baati,Rajasthani Roasted Wheat Balls,Baati,False,2460,1200,5,"A hard, unleavened bread from Rajasthan. A very stiff, tight dough is required, and the baatis are traditionally baked in embers. The final step of soaking in ghee is essential.",
hyderabadi_biryani,Hyderabadi Dum Biryani,Hyderabadi Dum Biryani,True,3120,10200,6,"Its preparation is a masterclass in culinary alchemy, defined by the celebrated kacchi method, where raw marinated meat is cooked by the steam from par-cooked rice. [8]","Evolving from the Persian pilaf, biryani was perfected in the royal kitchens of the Mughal Empire and various Indian sultanates, becoming a celebrated pan-Indian icon defined by its fragrant layers and slow-cooking 'dum' technique."
lucknowi_biryani,Awadhi Biryani,Lucknowi Biryani,True,3900,6600,7,A dish defined by its subtlety and delicate aromas. The soul of this biryani is the 'yakhni'—a fragrant stock created by gently simmering the marinated meat. [18],"Evolving from the Persian pilaf, biryani was perfected in the royal kitchens of the Mughal Empire and various Indian sultanates, becoming a celebrated pan-Indian icon defined by its fragrant layers and slow-cooking 'dum' technique."
vegetable_pulao,Veg Pilaf,Vegetable Pulao,False,2220,2400,6,"A crucial step is to sauté the soaked and drained rice for a minute, coating the grains in fat to ensure they remain separate and not sticky. [28]",
matar_pulao,Peas Pulao,Matar Pulao,False,2040,2100,6,"A testament to the elegance of simplicity, this dish celebrates the sweet, delicate flavor of green peas. [31]",
kashmiri_pulao,Kashmiri Pulao,Kashmiri Pulao,False,1980,2400,6,"A unique dish with Persian influences, celebrated for its mild, aromatic, and distinctly sweet and nutty character, garnished with fried nuts and fresh fruits. [34]",
kodi_pulao,Andhra Chicken Pulao,Raju Gari Kodi Pulao,True,2700,1800,7,An iconic restaurant-style pulao known for its potent heat from green chilies and immense depth from a special fried onion paste. [39],
moong_dal_khichdi,Moong Dal Khichdi,Khichdi,False,2340,1800,6,"The ultimate Indian comfort food. This recipe is for the flavorful 'Masala Khichdi', elevated with a tempering of ghee and spices. [44]",
dal_tadka,Tempered Lentil Stew,Dal Tadka,False,1590,0,5,"This is the quintessential dhaba-style dal, celebrated for its simple yet profound flavors and a signature smoky aroma. The dish is finished with a final, dramatic flourish: a separate, intensely fragrant tadka is poured over the top just moments before serving. [5]",
dal_fry,Fried Lentil Stew,Dal Fry,False,2400,0,6,"The epitome of homestyle comfort, where cooked lentils are simmered in a rich, pre-prepared masala base, allowing the flavors to meld and integrate deeply. [4]",
dal_makhani,Buttery Black Lentil Stew,Dal Makhani,False,6180,28800,6,"A true icon of North Indian restaurant menus, Dal Makhani is the epitome of creamy, buttery indulgence. The secret to its magnificent texture lies in one non-negotiable principle: the slow-cooking imperative. [3]",
maa_ki_dal,Homestyle Black Lentil Stew,Maa ki Dal,False,2100,28800,5,"This is the comforting, homestyle version of black dal, often simpler in its preparation but no less delicious. It relies more on the inherent creaminess of the slow-cooked lentils than on large amounts of added cream and butter. [14]",
sambar,South Indian Lentil and Vegetable Stew,Sambar,False,2700,0,5,"The beauty of Sambar lies in its perfect balance of flavors and textures, a harmony achieved through the interplay of soft-cooked lentils, tender vegetables, sour tamarind, and a fragrant, freshly-made spice blend. [12]",
rasam,Peppery South Indian Soup,Rasam,False,1020,0,6,"The secret to an exceptional Rasam lies in the vibrancy of a freshly pounded or ground masala paste. It is imperative not to over-boil the Rasam after adding the fresh masala, as its volatile aromas will be lost. [22]",
mulligatawny_soup,Anglo-Indian Spiced Soup,Mulligatawny,True,2160,0,6,"A fascinating culinary artifact born from the intersection of British and Indian cultures. Its name is an Anglicized corruption of the Tamil words 'milagu-thanni', meaning pepper-water, a nod to its ancestor, Rasam. [25]","A classic Anglo-Indian creation, this curried soup's name is an English adaptation of the Tamil words for 'pepper-water' (milagu-thanni), representing a direct fusion of British and South Indian tastes."
dalma,Odia Lentil and Vegetable Stew,Dalma,False,2100,0,5,"An integral part of the sacred food offerings to Lord Jagannath. The defining aromatic signature is the use of Panch Phoran in its tempering, a five-spice blend sizzled in mustard oil or ghee. [34, 11]",
kadhi_pakora,Yogurt Curry with Chickpea Flour Fritters,Kadhi Pakora,False,3900,1800,6,"A beloved comfort food, this thick, creamy, and savory curry is distinguished by the addition of deep-fried onion fritters. The key to a smooth Kadhi is preventing the yogurt from curdling by using gram flour as a stabilizer and stirring continuously. [39, 40]",
butter_chicken,Butter Chicken,Murgh Makhani,True,3540,16200,7,"A globally recognized icon of Indian cuisine, defined by a delicate balance of flavors: the tang of tomatoes is mellowed by the richness of butter and cream, with a subtle sweetness from honey or sugar and a haunting aroma from dried fenugreek leaves (kasuri methi). Its hallmark is a velvety, flawlessly smooth gravy that coats succulent, smoky pieces of chicken. [8, 9]",
chicken_tikka_masala,Chicken Tikka Masala,Chicken Tikka Masala,True,3390,28800,7,"A culinary phenomenon, distinct from Butter Chicken in its robust and heavily spiced profile. The gravy is built upon sautéed onions, resulting in a more complex and savory sauce. The chicken must have a distinct smoky char. [15]","A globally famous dish widely considered an Anglo-Indian invention from the UK, this creamy, tomato-based curry was created to adapt the authentic tandoori chicken tikka for the Western palate."
tandoori_chicken,Tandoori Chicken,Tandoori Chicken,True,3720,23400,7,"A foundational dish of Punjabi cuisine, celebrated for its vibrant red hue and smoky aroma. Its authenticity hinges on a two-part marination process and high-temperature cooking to achieve a flavorful crust and succulent interior. [16]",
rogan_josh,Rogan Josh,Rogan Josh,True,9120,1800,8,"The signature of Kashmiri cuisine, this aromatic curry's iconic red color comes from the dried cockscomb flower, mawal, not from intense chili heat. The Wazwan style presented here uses a paste of fried shallots (praan). [17]","A signature dish of Kashmiri cuisine, Rogan Josh is a masterful Indian adaptation of a Persian recipe, transformed by the unique fragrance of local spices and the vibrant, deep-red color of dried Kashmiri chilies."
mutton_korma,Mutton Korma,Korma,True,10080,28800,5,"A quintessential dish from Mughlai royal kitchens, characterized by meat slow-cooked in a rich, creamy gravy. Its soul comes from birista—onions painstakingly deep-fried to a crisp, golden-brown perfection. The foundational technique is the 'bhunai', a patient, deliberate process of slow-roasting the marinated meat. [5, 24]","With roots in Central Asian and Persian cooking, this rich, yogurt-based curry was refined by Mughlai chefs to become a cornerstone of North Indian celebratory meals."
nihari,Nihari,Nihari,True,26340,1800,7,"A slow-cooked meat stew with Mughlai origins, traditionally served for breakfast. The dish consists of shank meat cooked for many hours, resulting in incredibly tender meat and a rich, aromatic, and slightly viscous gravy. [7, 25]","Originating as a slow-cooked breakfast stew for the Mughal army, Nihari was adopted and perfected by the chefs of Old Delhi and Lucknow to become a legendary and hearty delicacy."
paya,Paya,Paya,True,8400,0,6,"A traditional stew made by slow-cooking goat or lamb trotters for several hours. The long cooking process extracts gelatin and collagen from the bones, creating a nutritious and gelatinous broth celebrated for its health benefits. [26]","This nutritious stew made from trotters, with roots in Persian and Central Asian cuisine, was popularized across the subcontinent during the Mughal era as a rich, gelatinous comfort food."
keema_matar,Keema Matar,Keema Matar,True,1740,0,7,"A staple across the Indian subcontinent, appreciated for its versatility. This classic preparation combines minced meat with green peas in a hearty, savory, semi-dry dish. [32]",
laal_maas,Laal Maas,Laal Maas,True,7620,5400,7,"The legendary and fiery mutton curry from Rajasthan. It is defined by its bold, smoky flavor and a striking red color derived from the special Mathania chili. The authentic recipe uses no tomatoes. [34]",
chingri_malai_curry,Chingri Malai Curry,Chingri Malai Curry,True,1470,0,6,"A quintessential Bengali prawn curry, celebrated for its luxurious and creamy texture, which comes from rich coconut milk, not dairy. The flavor is a sophisticated balance of sweet prawns, coconut, ginger, and the characteristic pungency of mustard oil. [38]",
daab_chingri,Daab Chingri,Daab Chingri,True,3660,0,7,"A spectacular Bengali delicacy where prawns are cooked inside a tender green coconut (daab). The coconut acts as a natural pressure cooker, steaming the prawns and infusing them with an intensely aromatic and sweet coconut flavor. [39]",
kosha_mangsho,Kosha Mangsho,Kosha Mangsho,True,12240,18000,7,"The most iconic and revered mutton dish in Bengali cuisine. The term 'kosha' refers to the specific technique of slow-braising, where the meat is patiently cooked in its own juices until the gravy is reduced to a thick, dark, and intensely flavorful masala. No extra water is added during the slow-cooking process. [6, 42]",
shorshe_ilish,Shorshe Ilish,Shorshe Ilish,True,1380,1800,6,"A cultural emblem of Bengal, featuring prized Hilsa fish in a sharp, pungent mustard seed gravy. The art lies in preparing the mustard paste to be pungent without turning bitter. [46]",
chettinad_chicken,Chettinad Chicken,Chettinad Chicken,True,2400,3600,6,"Hailing from Tamil Nadu, this dish is renowned for its aromatic and complex flavor, using a unique blend of freshly roasted spices like star anise and stone flower (kalpasi). The gravy is robust, with a base of shallots, tomatoes, and coconut. [52]",
chicken_65,Chicken 65,Chicken 65,True,1860,1200,6,"A popular spicy, deep-fried chicken dish. The modern restaurant style involves a two-step process: chicken is marinated and fried until crisp, then tossed in a tangy tempering of yogurt, curry leaves, and green chilies. [53]",
haleem,Haleem,Haleem,True,10140,28800,7,"A thick, savory porridge-like stew, staple during Ramadan in Hyderabad. It is a laborious dish made from slow-cooked meat, wheat, barley, and lentils until they meld into a smooth paste. [56]","This slow-cooked porridge of wheat, lentils, and meat, with origins in the Middle East, was perfected in Hyderabad to become a culturally significant and protein-rich meal, especially during Ramadan."
jalfrezi,Jalfrezi,Jalfrezi,True,1680,1200,6,"A stir-fried curry with Anglo-Indian roots. Unlike simmered curries, Jalfrezi is defined by its high-heat cooking method, stir-frying meat with crunchy vegetables like bell peppers and onions in a thick, tangy, and spicy tomato-based sauce. [58]","Originating in the kitchens of the British Raj as a clever way to use up leftovers, this stir-fry curry was born from fusing Indian spices with Chinese-style cooking techniques."
meen_moilee,Meen Moilee,Meen Moilee,True,2460,900,6,"A delicate and fragrant fish stew from Kerala, characterized by its light, creamy, and subtly spiced gravy made from coconut milk. It is crucial to keep the heat low after adding coconut milk to prevent it from curdling. [59]",
sorpotel,Sorpotel,Sorpotel,True,6300,187200,7,"A rich, spicy, and tangy pork stew that is a cornerstone of Goan Catholic cuisine. Made with diced pork meat and liver, it's a labor-intensive dish famous for tasting better a few days after it is made, allowing the flavors to mature. [63]",
kerala_beef_fry,Kerala Beef Fry,Beef Ularthiyathu,True,4320,0,5,"A classic Kerala dish where beef is slow-roasted in spices until dark brown and incredibly tender. The dish is characterized by coconut oil, curry leaves, and small pieces of fried coconut (thenga kothu) which add delightful texture. [66, 67]",
mutton_dhansak,Mutton Dhansak,Dhansak,True,5100,1800,6,"The soul food of the Parsi community, a unique and complex stew of mutton, a blend of four different lentils, and vegetables. Its flavor is a signature Parsi trifecta of sweet, sour, and spicy from a special dhansak masala. [70]",
aloo_gobi,Potato and Cauliflower Stir-fry,Aloo Gobi,False,2220,900,6,"A quintessential North Indian comfort food, a staple sabzi (dry vegetable dish) found in homes and restaurants alike. Its beauty lies in its simplicity, yet achieving the perfect texture—tender vegetables that are distinct and lightly browned, not a homogenous mush—requires a specific technique. [21, 22]",
chole_masala,Spiced Chickpea Curry,Chole Masala,False,2220,29880,6,"A titan of Punjabi cuisine, distinguished by its dark, rich color and complex flavor from a freshly ground spice blend. The authentic dark hue comes from using dried amla or a tea bag while boiling the chickpeas, a secret to the street-style flavor. [5]",
dum_aloo,Slow-Cooked Potatoes in Gravy,Dum Aloo,False,2100,0,6,"A celebrated potato curry where 'Dum' refers to slow-cooking in a sealed pot. This recipe details the rich, creamy Punjabi restaurant-style version. The key to the luscious gravy is a smooth paste of boiled onions, tomatoes, and cashews. [28, 30]",
kadai_paneer,Paneer in a Wok-Tossed Gravy,Kadai Paneer,False,1740,0,6,"A vibrant dish named after the 'kadai' (Indian wok). Its defining features are a freshly ground, coarsely textured spice blend (Kadai Masala) and crunchy chunks of bell pepper and onion. [20]",
malai_kofta,Creamy Dumplings in Gravy,Malai Kofta,False,4260,0,6,"The epitome of celebratory North Indian cuisine, featuring melt-in-the-mouth dumplings (koftas) of paneer and potato in a luscious, creamy gravy. The secret to a perfect experience is to add the fried koftas to the gravy only just before serving to preserve their texture. [29]",
palak_paneer,Spinach with Cottage Cheese,Palak Paneer,False,1860,0,6,"A popular and wholesome dish celebrated for its creamy texture and vibrant green color. The secret to a fresh, non-dull color is to blanch the spinach in hot water for exactly one minute and then immediately 'shock' it in an ice bath before pureeing. [34]",
rajma,Kidney Bean Curry,Rajma,False,3720,43200,6,A cherished North Indian comfort food. Achieving the perfect creamy texture requires overnight soaking of the beans and a slow simmering of the final curry to allow the beans to absorb the rich flavors of the onion-tomato masala. [25],
sarson_ka_saag_makki_di_roti,Mustard Greens Curry & Cornmeal Flatbread,Sarson ka Saag & Makki di Roti,False,12000,900,6,"A celebrated pairing from Punjab that embodies the winter harvest. The saag is a slow-cooked, creamy puree of mustard greens, spinach, and bathua, thickened with maize flour. The roti is a rustic, golden flatbread made from maize flour, traditionally patted out by hand. [36, 39]",
gatte_ki_sabzi,Gram Flour Dumplings in Yogurt Gravy,Gatte ki Sabzi,False,3120,0,6,"An ingenious dish from Rajasthan featuring savory, steamed gram flour (besan) dumplings simmered in a tangy yogurt gravy. The starchy water used to boil the dumplings is the secret to a flavorful and perfectly thickened gravy. [11]",
undhiyu,Gujarati Mixed Winter Vegetable Casserole,Undhiyu,False,5100,0,6,"The crowning glory of Gujarati winter cuisine, a complex one-pot casserole of winter vegetables like Surti Papdi and purple yam, stuffed with a green masala and accompanied by fried fenugreek dumplings (methi muthia). The name 'undhu' means 'upside down', from the traditional method of cooking it in sealed pots buried underground. [46, 47]",
papaya_khar,Assamese Raw Papaya with Alkali,Papaya Khar,False,2220,0,5,"A signature dish of Assamese cuisine, traditionally served as the first course to cleanse the palate. It is a minimalistic, soupy preparation where raw papaya is cooked with 'khar' (an alkaline liquid), which tenderizes the vegetable and imparts a unique flavor. [15, 14]",
avial,Mixed Vegetables in Coconut-Yogurt Sauce,Avial,False,2340,300,6,"A quintessential dish from Kerala, this is a healthy medley of vegetables cooked in a thick sauce of ground coconut and yogurt. It is characterized by the vegetables being cut into 2-inch batons and finished with raw coconut oil and fresh curry leaves. [63]",
bhindi_masala,Spiced Okra,Bhindi Masala,False,1440,0,5,"A universally loved okra dish. The secret to a perfect, non-slimy Bhindi Masala is to ensure the okra is completely dry before chopping and to pan-fry it separately until the sliminess disappears before adding it to the masala. [3]",
spicy_green_chutney,Spicy Green Chutney,Hari Chutney,False,600,0,3,The cold temperature from ice cubes or chilled water is essential for preserving the vibrant green color of the herbs by preventing oxidation caused by the heat from the blender's blades. [2],
tamarind_chutney,Sweet & Tangy Tamarind Chutney,Meethi Chutney,False,1500,1800,4,This is the indispensable sweet and sour element that balances the spice and tang in nearly all chaat dishes. It has an excellent shelf life.,
dry_garlic_chutney,Dry Garlic-Coconut Chutney,Sukha Lasun Chutney,False,780,300,3,"It is crucial not to grind continuously, as the oils from the coconut and peanuts will be released, turning it into a paste. The goal is a coarse, dry powder. [7]",
wet_garlic_chutney,Wet Red Chili-Garlic Chutney,Lal Mirch Lasun Chutney,False,360,1800,3,This chutney is extremely potent and should be used sparingly.,
aloo_tikki_chaat,Crispy Potato Patty Chaat,Aloo Tikki Chaat,False,2760,14400,5,"The difference between a stellar Aloo Tikki and a disappointing one often comes down to managing moisture. Using cold, refrigerated boiled potatoes is the most critical step for achieving crispiness. [2]",
bhel_puri,Mumbai Puffed Rice Salad,Bhel Puri,False,540,0,5,Bhel Puri must be assembled moments before consumption to prevent the puffed rice from becoming soggy. The key is to have all components prepped and ready for rapid assembly. [5],
chole_bhature,Spicy Chickpea Curry with Fried Bread,Chole Bhature,False,4560,7200,6,"The signature dark color of authentic Punjabi Chole is achieved by adding a black tea bag or dried amla (Indian gooseberry) while boiling the chickpeas, which also adds a subtle tangy flavor. [23]",
dahi_vada,Soft Lentil Fritters in Yogurt,Dahi Vada,False,2100,9000,7,"Vigorously beating the ground lentil batter is crucial for light, fluffy vadas. Soaking the hot, fried vadas in warm water is a non-negotiable step to make them soft and remove excess oil. [26, 28]",
misal_pav,Sprouted Bean Curry with Bread,Misal Pav,False,3180,0,5,"The authentic Maharashtrian flavor comes from a special Goda Masala or Misal Masala, which is different from standard garam masala. The dish is defined by its two parts: a thick sprout curry (usal) and a thin, fiery gravy (kat). [35]",
veg_momos,Vegetable Steamed Dumplings,Veg Momos,False,2100,2700,5,A common pitfall for vegetarian momos is a watery filling. Salting the chopped cabbage and squeezing out the excess water is a crucial step to prevent a soggy result. [42],
