Recipe Id,Name,Amount,Unit,Is local
foraged_mushroom_fry,Shallots,0.5,"cup, sliced",False
foraged_mushroom_fry,Black Peppercorns,1.0,"tsp, crushed",False
foraged_mushroom_fry,Turmeric Powder,0.25,tsp,False
foraged_mushroom_fry,Coconut Oil,2.0,tbsp,False
foraged_mushroom_fry,Salt,-1.0,to taste,False
manjakoova_porridge,Manjakoova Powder,0.25,cup,True
manjakoova_porridge,Water or Thin Coconut Milk,2.0,cups,False
manjakoova_porridge,Jaggery or Salt,-1.0,to taste,False
pej,Coarsely Ground Maize or Millet (Kodo/Kutki),1.0,cup,False
pej,Water,4.0,cups,False
pej,Salt,-1.0,to taste,False
putpuda_chicken_stew,Chicken,500.0,"g, cut into pieces",False
putpuda_chicken_stew,Putpuda Mushrooms (or other wild mushrooms),200.0,"g, cleaned and chopped",True
putpuda_chicken_stew,Mahua Oil or other vegetable oil,2.0,tbsp,False
putpuda_chicken_stew,Ginger,1.0,"inch piece, crushed",False
putpuda_chicken_stew,Garlic,4.0,"cloves, crushed",False
putpuda_chicken_stew,Green Chilies,2.0,,False
putpuda_chicken_stew,Salt,-1.0,to taste,False
mahua_puri,Sun-dried Mahua Flowers,0.5,cup,True
mahua_puri,Whole Wheat Flour (Atta),2.0,cups,False
mahua_puri,Water,0.5,cup (approx.),False
mahua_puri,Mahua Oil or Ghee,-1.0,for deep frying,False
baiga_chokha,Large Potato or Eggplant (Baingan),1.0,,False
baiga_chokha,Salt,-1.0,to taste,False
baiga_chokha,Green Chili,1.0,finely chopped,False
baiga_chokha,Raw Mustard Oil (optional),1.0,tsp,False
panmodi,Fresh Rice Flour,1.0,cup,False
panmodi,Cucumber,1.0,"medium, grated",False
panmodi,Jaggery (Gur),0.5,"cup, grated",False
panmodi,Chai Leaves (or substitute Banana/Turmeric Leaves),2.0,large,True
ragi_ambil,Finger Millet (Ragi/Nagli) Flour,0.5,cup,False
ragi_ambil,Water,3.0,cups,False
ragi_ambil,Buttermilk (optional),0.5,cup,False
ragi_ambil,Salt,-1.0,to taste,False
crab_curry,Freshwater Crabs,250.0,g,False
crab_curry,Onion,1.0,chopped,False
crab_curry,Garlic,3.0,"cloves, crushed",False
crab_curry,Green Chilies,2.0,chopped,False
crab_curry,Turmeric Powder,0.5,tsp,False
crab_curry,Salt,-1.0,to taste,False
wild_yam_curry,"Wild Yam (e.g., Ratalu, Vazkand)",500.0,"g, peeled and cubed",True
wild_yam_curry,Onion,1.0,chopped,False
wild_yam_curry,Garlic,4.0,cloves,False
wild_yam_curry,Turmeric Powder,0.5,tsp,False
wild_yam_curry,Red Chili Powder,1.0,tsp,False
wild_yam_curry,Salt,-1.0,to taste,False
eromba,Potatoes or other vegetables,2.0,large,False
eromba,King Chili (U-Morok),1.0,or to taste,False
eromba,Ngari (Fermented Fish),2.0,tbsp,True
eromba,Smoked or Roasted Freshwater Fish,100.0,g (optional),False
eromba,Salt,-1.0,to taste,False
chamthong,Mixed Seasonal Vegetables,3.0,"cups, chopped",False
chamthong,Onion,1.0,sliced,False
chamthong,Ginger,1.0,"inch piece, sliced",False
chamthong,Ngari (Fermented Fish),1.0,tbsp,True
chamthong,Dried or Fried Fish,2.0,"pieces, for topping",False
chamthong,Salt,-1.0,to taste,False
singju,Cabbage,1.0,"cup, finely shredded",False
singju,Lotus Stem (Thambou),0.5,"cup, finely sliced",False
singju,Banana Flower (Laphu Tharo),0.5,"cup, shredded",False
singju,Ngari (Fermented Fish),1.0,"tbsp, roasted",True
singju,Red Chilies,2.0,roasted,False
singju,Salt,-1.0,to taste,False
paknam,Gram Flour (Besan) or Pea Flour,1.0,cup,False
paknam,Fresh Herbs (Maroi Nakuppi),0.5,"cup, chopped",False
paknam,Ngari (Fermented Fish),1.0,"tbsp, mashed",False
paknam,King Chili (U-Morok),1.0,finely chopped,False
paknam,Fresh Turmeric Leaves,2.0,large,False
smoked_pork_with_akhuni,Smoked Pork,500.0,"g, cut into pieces",False
smoked_pork_with_akhuni,Akhuni (Axone) Paste,1.0,tbsp,True
smoked_pork_with_akhuni,King Chili (U-Morok),1.0,,False
smoked_pork_with_akhuni,Ginger,1.0,"inch piece, sliced",False
smoked_pork_with_akhuni,Salt,-1.0,to taste,False
mepoh,Rice,1.0,cup,False
mepoh,Smoked Beef or Pork,250.0,"g, shredded",False
mepoh,"Vegetables (e.g., Banana Stem, Bitter Gourd)",1.0,"cup, chopped",False
mepoh,Ginger,1.0,inch piece,False
mepoh,Salt,-1.0,to taste,False
doh_neiiong,Pork,500.0,"g, cubed",False
doh_neiiong,Black Sesame Seeds (Nei-iong),0.5,cup,False
doh_neiiong,Onion,1.0,chopped,False
doh_neiiong,Ginger Paste,1.0,tbsp,False
doh_neiiong,Green Chilies,2.0,slit,False
doh_neiiong,Salt,-1.0,to taste,False
dohkhlieh,Pork (preferably from the head),500.0,g,False
dohkhlieh,Onion,1.0,"large, thinly sliced",False
dohkhlieh,Ginger,2.0,"inch piece, finely chopped",False
dohkhlieh,Green Chilies,3.0,finely chopped,False
dohkhlieh,Lemon Juice,2.0,tbsp,False
dohkhlieh,Salt,-1.0,to taste,False
tungrymbai_pork,Tungrymbai (Fermented Soybeans),1.0,cup,True
tungrymbai_pork,Pork with Fat,200.0,"g, chopped",False
tungrymbai_pork,Ginger,1.0,"inch piece, chopped",False
tungrymbai_pork,Garlic,5.0,"cloves, chopped",False
tungrymbai_pork,Onion,1.0,chopped,False
tungrymbai_pork,Black Sesame Seeds,1.0,"tbsp, optional",False
pumaloi,Rice Flour (from non-sticky rice),2.0,cups,False
pumaloi,Water,0.5,cup (approx.),False
pumaloi,Salt,-1.0,a pinch,False
doo_kapa,Chicken,500.0,"g, bone-in, cut into pieces",False
doo_kapa,Kalchi or Baking Soda,1.0,tbsp,False
doo_kapa,Fresh Green Chilies,4.0,slit,False
doo_kapa,Ginger,1.0,"inch piece, crushed",False
doo_kapa,Salt,-1.0,to taste,False
nakam_bitchi,Dried Fish (Na'kam),50.0,g,False
nakam_bitchi,Green Chilies,4.0,slit,False
nakam_bitchi,Ginger,1.0,inch piece,False
nakam_bitchi,Salt,-1.0,to taste,False
dakharang,Smoked Fish (Dakharang),100.0,g,True
dakharang,Onion,1.0,"small, finely chopped",False
dakharang,Green Chilies,2.0,finely chopped,False
dakharang,Mustard Oil,1.0,tsp,False
dakharang,Salt,-1.0,to taste,False
bai,"Mixed Seasonal Vegetables (Ferns, Beans, etc.)",3.0,"cups, chopped",False
bai,Sa-um (Fermented Pork Fat) or Bekang,1.0,tbsp,True
bai,Cooked Rice,1.0,"tbsp, for thickening",False
bai,Baking Soda,0.25,tsp,False
bai,Green Chilies,2.0,slit,False
bai,Salt,-1.0,to taste,False
sawhchiar,Rice,1.0,cup,False
sawhchiar,"Pork, Chicken, or Beef",500.0,"g, cut into pieces",False
sawhchiar,Ginger,1.0,"inch piece, sliced",False
sawhchiar,Garlic,4.0,"cloves, sliced",False
sawhchiar,Salt,-1.0,to taste,False
vawksa_rep,Smoked Pork,500.0,"g, cubed",False
vawksa_rep,Mustard Leaves or other Greens,2.0,"cups, chopped",False
vawksa_rep,Ginger,1.0,inch piece,False
vawksa_rep,Garlic,4.0,cloves,False
vawksa_rep,Green Chilies,3.0,,False
hmarcha_rawt,Green or Red Chilies,10.0,,False
hmarcha_rawt,Onion,1.0,small,False
hmarcha_rawt,Ginger,1.0,inch piece,False
hmarcha_rawt,Salt,-1.0,to taste,False
bachchuri_taaba,Tender Bamboo Shoots (Bachchuri),2.0,"cups, sliced",False
bachchuri_taaba,Dried Prawns,0.25,cup,False
bachchuri_taaba,Sidol (Fermented Fish/Shrimp Paste),1.0,tsp,True
bachchuri_taaba,Green Chilies,3.0,slit,False
bachchuri_taaba,Turmeric Powder,0.5,tsp,False
bachchuri_taaba,Salt,-1.0,to taste,False
paajon_twon,"Mixed Seasonal Vegetables, Herbs, and Flowers",5.0,"cups, chopped",False
paajon_twon,Ginger Paste,1.0,tsp,False
paajon_twon,Green Chilies,2.0,,False
paajon_twon,Turmeric Powder,0.5,tsp,False
paajon_twon,Salt,-1.0,to taste,False
sizo_hmepawk,Rice,1.0,cup,False
sizo_hmepawk,Pork,500.0,"g, with fat",False
sizo_hmepawk,Sizo (Tapering Leaf Eurya) Leaves,2.0,"cups, chopped",True
sizo_hmepawk,Ginger,1.0,inch piece,False
sizo_hmepawk,Salt,-1.0,to taste,False
arsa_biepenek,Chicken,500.0,"g, bone-in",False
arsa_biepenek,Rice Flour,2.0,tbsp,False
arsa_biepenek,Bird's Eye Chilies,4.0,crushed,False
arsa_biepenek,Ginger,1.0,"inch piece, crushed",False
arsa_biepenek,Garlic,4.0,"cloves, crushed",False
arsa_biepenek,Salt,-1.0,to taste,False
anishi_curry,Anishi (Smoked Taro Leaf Cakes),2.0,patties,True
anishi_curry,Smoked Pork,300.0,"g, cubed",False
anishi_curry,Ginger,1.0,inch piece,False
anishi_curry,Chilies,3.0,,False
anishi_curry,Salt,-1.0,to taste,False
bamboo_tube_fish,Freshwater Fish,300.0,"g, deboned and cut",False
bamboo_tube_fish,Ginger,1.0,"inch piece, crushed",False
bamboo_tube_fish,Garlic,3.0,"cloves, crushed",False
bamboo_tube_fish,Chilies,2.0,,False
bamboo_tube_fish,Salt,-1.0,to taste,False
bamboo_tube_fish,Green Bamboo Internode,1.0,large,True
yam_with_smoked_meat,Yam or Taro (Colocasia),500.0,"g, peeled and cubed",False
yam_with_smoked_meat,Smoked Pork or Beef,250.0,"g, cubed",False
yam_with_smoked_meat,Ginger,1.0,inch piece,False
yam_with_smoked_meat,Chilies,3.0,,False
yam_with_smoked_meat,Salt,-1.0,to taste,False
black_sticky_rice_pudding,Black Sticky Rice (Nap Naang),1.0,"cup, soaked overnight",False
black_sticky_rice_pudding,Water,3.0,cups,False
black_sticky_rice_pudding,Sugar or Jaggery,0.5,cup (to taste),False
black_sticky_rice_pudding,Coconut Milk (optional),0.5,cup,False
kai_chutney,Red Weaver Ants (Hao) and their Eggs,1.0,cup,True
kai_chutney,Tomatoes,1.0,"small, chopped",False
kai_chutney,Green Chilies,3.0,,False
kai_chutney,Garlic,4.0,cloves,False
kai_chutney,Ginger,1.0,inch piece,False
kai_chutney,Coriander Leaves,2.0,tbsp,False
kai_chutney,Salt,-1.0,to taste,False
dal_paniya,Maize Flour (Makki ka Atta),2.0,cups,False
dal_paniya,Mixed Lentils (Panchmel Dal),1.0,cup,False
dal_paniya,Aakda or Palash Leaves,4.0,sets,True
dal_paniya,Ghee,4.0,tbsp,False
dal_paniya,Garlic,4.0,"cloves, chopped",False
dal_paniya,Green Chilies,2.0,chopped,False
dal_paniya,Turmeric Powder,0.5,tsp,False
dal_paniya,Salt,-1.0,to taste,False
rabdi_milk,Full-Fat Milk,1.0,Liter,False
rabdi_milk,Sugar,0.25,cup (to taste),False
rabdi_milk,Cardamom Pods,3.0,crushed,False
rabdi_milk,Saffron Strands,-1.0,a pinch,False
khuri,Buckwheat or Finger Millet Flour,1.0,cup,False
khuri,Mustard Greens (Rai Saag),1.0,"cup, chopped",False
khuri,Soft Chhurpi (Traditional Cheese) or Paneer,0.5,"cup, crumbled",False
khuri,Potato,1.0,"medium, boiled and mashed",False
khuri,Ginger,0.5,"inch piece, minced",False
khuri,Salt,-1.0,to taste,False
khuri,Oil,-1.0,for cooking,False
sishnu_ko_saag,Fresh Stinging Nettle (Sishnu) Leaves,500.0,g,True
sishnu_ko_saag,Garlic,4.0,"cloves, crushed",False
sishnu_ko_saag,Ghee or Oil,1.0,tbsp,False
sishnu_ko_saag,Salt,-1.0,to taste,False
momo,All-Purpose Flour,2.0,cups,False
momo,Minced Pork or Beef,400.0,g,False
momo,Onion,1.0,"large, finely chopped",False
momo,Ginger,1.0,"inch piece, minced",False
momo,Salt and Pepper,-1.0,to taste,False
thukpa,Noodles (Hand-pulled or Dried),200.0,g,False
thukpa,Chicken or Pork,200.0,"g, sliced",False
thukpa,"Mixed Vegetables (Carrots, Cabbage, Onions)",2.0,"cups, chopped",False
thukpa,Ginger-Garlic Paste,1.0,tbsp,False
thukpa,Soy Sauce,1.0,tbsp,False
thukpa,Salt and Pepper,-1.0,to taste,False
phagshapa,Pork Fat,300.0,"g, cut into strips",False
phagshapa,Pork Meat (optional),200.0,"g, cubed",False
phagshapa,Radish,2.0,"medium, sliced",False
phagshapa,Whole Dried Red Chilies,5.0,,False
phagshapa,Ginger,1.0,inch piece,False
phagshapa,Salt,-1.0,to taste,False
gundruk_ko_jhol,Gundruk,0.5,cup,False
gundruk_ko_jhol,Soybeans (optional),2.0,tbsp,False
gundruk_ko_jhol,Onion,1.0,"small, chopped",False
gundruk_ko_jhol,Tomato,1.0,chopped,False
gundruk_ko_jhol,Turmeric Powder,0.5,tsp,False
gundruk_ko_jhol,Salt,-1.0,to taste,False
gundruk_ko_jhol,Oil,1.0,tbsp,False
dhindo,Buckwheat or Millet Flour,1.0,cup,False
dhindo,Water,3.0,cups,False
dhindo,Ghee (optional),1.0,tsp,False
sel_roti,Rice Flour,2.0,cups,False
sel_roti,Sugar,0.5,cup,False
sel_roti,Ghee,2.0,"tbsp, melted",False
sel_roti,Water or Milk,1.0,cup (approx.),False
sel_roti,Oil,-1.0,for deep frying,False
othidvar,Cooked Rice,2.0,cups,False
othidvar,Buttermilk,0.5,cup,False
othidvar,Tomato,1.0,large,False
othidvar,Grated Coconut,2.0,tbsp,False
othidvar,Garlic,2.0,cloves,False
othidvar,Green Chili,1.0,,False
othidvar,Coriander Seeds,1.0,tsp,False
othidvar,Fresh Buffalo Butter,1.0,tbsp,False
othidvar,Salt,-1.0,to taste,False
roasted_termites,Winged Termites (Eesal),1.0,cup,True
roasted_termites,Salt,-1.0,to taste,False
field_rat_curry,Field Rats,2.0,cleaned and cut,True
field_rat_curry,Ginger,1.0,"inch piece, crushed",False
field_rat_curry,Garlic,4.0,"cloves, crushed",False
field_rat_curry,Red Chilies,3.0,,False
field_rat_curry,Turmeric Powder,0.5,tsp,False
field_rat_curry,Salt,-1.0,to taste,False
wild_turmeric_sweet,Wild Turmeric (Kasthurimanjal) Tuber,250.0,g,True
wild_turmeric_sweet,Jaggery (Gur),0.5,"cup, grated",False
wild_turmeric_sweet,Grated Coconut,2.0,tbsp,False
sorghum_porridge,Sorghum (Jowar) or Maize Flour,1.0,"cup, coarsely ground",False
sorghum_porridge,Water,4.0,cups,False
sorghum_porridge,Salt,-1.0,to taste,False
monitor_lizard_curry,Monitor Lizard (Udumu) meat,500.0,"g, cleaned and cut",True
monitor_lizard_curry,Ginger,1.0,"inch piece, crushed",False
monitor_lizard_curry,Garlic,4.0,"cloves, crushed",False
monitor_lizard_curry,Green Chilies,3.0,,False
monitor_lizard_curry,Salt,-1.0,to taste,False
monitor_lizard_curry,"Voddi Tree Wood (optional, traditional)",1.0,small piece,True
basic_tamarind_chutney,Tamarind Pulp,2.0,tbsp,False
basic_tamarind_chutney,Red or Green Chilies,3.0,,False
basic_tamarind_chutney,Onion,1.0,small,False
basic_tamarind_chutney,Salt,-1.0,to taste,False
fried_flying_termites,Flying Termites (Usillu),1.0,cup,True
fried_flying_termites,Salt,-1.0,to taste,False
edible_tamarind_seeds,Tamarind Seeds,1.0,cup,False
chakhwi,Pork with Fat,500.0,"g, cubed",False
chakhwi,Bamboo Shoots (Muya),1.0,"cup, sliced",False
chakhwi,Rice Flour,2.0,tbsp,False
chakhwi,Baking Soda,0.5,tsp,False
chakhwi,Green Chilies,3.0,slit,False
chakhwi,Ginger,1.0,"inch piece, crushed",False
chakhwi,Salt,-1.0,to taste,False
gudok,"Mixed Vegetables (Potatoes, Beans, Yams)",3.0,"cups, cubed",False
gudok,Berma (Fermented Fish),2.0,tbsp,True
gudok,Bamboo Shoots (Muya),1.0,"cup, chopped",False
gudok,Green Chilies,3.0,,False
gudok,Salt,-1.0,to taste,False
wahan_mosdeng,Pork,300.0,"g, preferably with some fat",False
wahan_mosdeng,Onion,1.0,"large, finely chopped",False
wahan_mosdeng,Green Chilies,3.0,roasted,False
wahan_mosdeng,Fresh Ginger,1.0,"inch piece, finely chopped",False
wahan_mosdeng,Culantro (Kásing Mósla) or Coriander,2.0,"tbsp, chopped",False
wahan_mosdeng,Salt,-1.0,to taste,False
bhangui,Sticky Rice (Guriya or Mami),1.0,cup,False
bhangui,Ghee,1.0,tbsp,False
bhangui,Ginger,0.5,"inch piece, grated",False
bhangui,Salt,-1.0,a pinch,False
bhangui,Lairu Banana Leaves,2.0,large,True
muya_awandru,Bamboo Shoots (Muya),2.0,"cups, sliced",False
muya_awandru,Berma (Fermented Fish),1.0,"tbsp, mashed",True
muya_awandru,Rice Flour,1.0,tbsp,False
muya_awandru,Green Chilies,2.0,slit,False
muya_awandru,Turmeric Powder,0.5,tsp,False
muya_awandru,Salt,-1.0,to taste,False
shile_kutu,Buckwheat Flour (Kutu) or Wheat Flour,2.0,cups,False
shile_kutu,Water,1.0,cup (approx.),False
shile_kutu,Salt,-1.0,to taste,False
shile_kutu,Ghee or Oil,-1.0,for cooking,False
champain,Wheat Flour,2.0,cups,False
champain,Water,0.75,cup (approx.),False
champain,"Local Herbs (Jumbu) or substitute (e.g., Chives)",2.0,"tbsp, chopped",True
champain,Dried Red Chilies,3.0,,False
champain,Ghee or Oil,2.0,tbsp,False
champain,Salt,-1.0,to taste,False
machhi_bhat,Freshwater Fish,500.0,"g, cut into pieces",False
machhi_bhat,Steamed Rice,-1.0,for serving,False
machhi_bhat,Mustard Oil,3.0,tbsp,False
machhi_bhat,Onion,1.0,"large, chopped",False
machhi_bhat,Ginger-Garlic Paste,1.0,tbsp,False
machhi_bhat,Turmeric Powder,1.0,tsp,False
machhi_bhat,Coriander Powder,1.0,tsp,False
machhi_bhat,Red Chili Powder,1.0,tsp,False
machhi_bhat,Salt,-1.0,to taste,False
ghonghi,Freshwater Snails (Ghonghi),500.0,g,True
ghonghi,Linseed (Tisi),2.0,"tbsp, ground to a powder",False
ghonghi,Mustard Oil,3.0,tbsp,False
ghonghi,Onion,1.0,finely chopped,False
ghonghi,Ginger-Garlic Paste,1.0,tbsp,False
ghonghi,Turmeric Powder,1.0,tsp,False
ghonghi,Red Chili Powder,1.0,tsp,False
ghonghi,Coriander Powder,1.0,tsp,False
ghonghi,Salt,-1.0,to taste,False
dhikri,Rice Flour,2.0,cups,False
dhikri,Hot Water,1.5,cups (approx.),False
dhikri,Salt,0.5,tsp,False
pakuwa,Pork or Wild Boar,1.0,"kg, cut into pieces",False
pakuwa,Ginger Paste,2.0,tbsp,False
pakuwa,Garlic Paste,2.0,tbsp,False
pakuwa,Turmeric Powder,1.0,tsp,False
pakuwa,Red Chili Powder,1.0,tbsp,False
pakuwa,Cumin Powder,1.0,tbsp,False
pakuwa,Coriander Powder,1.0,tbsp,False
pakuwa,Salt,-1.0,to taste,False
pakuwa,Mustard Oil,3.0,tbsp,False
patushni,Taro or Colocasia Leaves,10.0,large,False
patushni,Black Lentil (Urad Dal) or Rice Flour,1.0,cup,False
patushni,Ginger-Garlic Paste,1.0,tsp,False
patushni,Turmeric Powder,0.5,tsp,False
patushni,Red Chili Powder,1.0,tsp,False
patushni,Salt,-1.0,to taste,False
patushni,Oil,-1.0,for deep frying,False
laato_jel,Minced Meat (Chicken or Mutton Intestines),500.0,g,False
laato_jel,Onion,2.0,"large, finely chopped",False
laato_jel,Ginger-Garlic Paste,2.0,tbsp,False
laato_jel,Mustard Oil,3.0,tbsp,False
laato_jel,Turmeric Powder,1.0,tsp,False
laato_jel,Red Chili Powder,1.0,tsp,False
laato_jel,Rice Powder,1.0,tbsp,False
laato_jel,Salt,-1.0,to taste,False
laad,"Mutton, Chicken, or Pork",1.0,"kg, cut into small pieces",False
laad,Ginger-Garlic Paste,2.0,tbsp,False
laad,Turmeric Powder,1.0,tsp,False
laad,Salt,-1.0,to taste,False
laad,Hollowed Sal Tree Branch,1.0,section,True
laad,Green Sal Leaves,-1.0,for sealing,True
hav_chatni,Red Weaver Ants and their Eggs,1.0,cup,True
hav_chatni,Salt,-1.0,to taste,False
hav_chatni,Green Chilies,4.0,,False
hisa_aara_sipi,Tender Pakur Leaves (Hisa Aara),2.0,cups,True
hisa_aara_sipi,Dried Red Chilies,2.0,,False
hisa_aara_sipi,Onion,1.0,"small, finely chopped",False
hisa_aara_sipi,Mustard Oil,1.0,tsp,False
hisa_aara_sipi,Salt,-1.0,to taste,False
millet_momos,Finger Millet (Ragi/Madwa) Flour,1.0,cup,False
millet_momos,Whole Wheat Flour,0.5,cup,False
millet_momos,"Mixed Vegetables (cabbage, carrots, onions)",1.5,"cups, finely chopped",False
millet_momos,Ginger,1.0,"tsp, grated",False
millet_momos,Soy Sauce,1.0,tsp,False
millet_momos,Salt and Pepper,-1.0,to taste,False
kudrum_chutney,Roselle (Kudrum) Calyces,1.0,cup,False
kudrum_chutney,Jaggery (Gur),0.5,"cup, grated",False
kudrum_chutney,Mustard Seeds,0.5,tsp,False
kudrum_chutney,Dried Red Chili,1.0,,False
kudrum_chutney,Salt,-1.0,a pinch,False
kudrum_chutney,Oil,1.0,tsp,False
wild_pig_roast,Andaman Wild Pig Meat,1.0,"kg, large pieces",True
wild_pig_roast,Salt,-1.0,to taste,False
naan_yeast,Active Dry Yeast,2.0,tsp,False
naan_yeast,Sugar,1.0,tbsp,False
naan_yeast,Lukewarm Water,1.0,cup,False
naan_yeast,All-purpose Flour (Maida),3.25,cups,False
naan_yeast,Salt,1.0,tsp,False
naan_yeast,Lukewarm Milk,0.33,cup,False
naan_yeast,"Plain, Full-fat Yogurt",2.0,tbsp,False
naan_yeast,Oil or Melted Ghee,3.0,tbsp,False
naan_no_yeast,All-purpose Flour (Maida),2.0,cups,False
naan_no_yeast,Baking Powder,0.5,tsp,False
naan_no_yeast,Baking Soda,0.25,tsp,False
naan_no_yeast,Salt,0.5,tsp,False
naan_no_yeast,Sugar,2.0,tsp,False
naan_no_yeast,Plain Yogurt,0.5,cup,False
naan_no_yeast,Oil or Melted Butter,2.0,tbsp,False
naan_no_yeast,Lukewarm Milk,0.25,cup,False
butter_garlic_naan,Naan Dough (Yeast Method),1.0,batch,False
butter_garlic_naan,Garlic,3.0,"cloves, grated (for dough)",False
butter_garlic_naan,Unsalted Butter,3.0,"tbsp, melted",False
butter_garlic_naan,Garlic,3.0,"cloves, finely minced (for topping)",False
butter_garlic_naan,Fresh Cilantro,3.0,"tbsp, finely chopped",False
keema_naan,Yeast-Leavened Naan Dough,1.0,batch,False
keema_naan,Oil,1.0,tbsp,False
keema_naan,Onion,1.0,"small, finely chopped",False
keema_naan,Ginger-Garlic Paste,1.0,tbsp,False
keema_naan,"Minced Lamb, Mutton, or Chicken",200.0,g,False
keema_naan,Red Chili Powder,1.0,tsp,False
keema_naan,Ground Coriander,1.0,tsp,False
keema_naan,Ground Cumin,1.0,tsp,False
keema_naan,Garam Masala,0.5,tsp,False
keema_naan,Salt,-1.0,to taste,False
keema_naan,Fresh Coriander,2.0,"tbsp, chopped",False
paneer_naan,Yeast-Leavened Naan Dough,1.0,batch,False
paneer_naan,Paneer,1.5,"cups, grated or crumbled",False
paneer_naan,Onion,1.0,"medium, finely chopped",False
paneer_naan,Fresh Coriander,2.0,"tbsp, finely chopped",False
paneer_naan,Green Chili,1.0,finely chopped (optional),False
paneer_naan,Chaat Masala,1.0,tsp,False
paneer_naan,Red Chili Powder,0.5,tsp,False
paneer_naan,Roasted Cumin Powder,0.5,tsp,False
paneer_naan,Salt,-1.0,to taste,False
kulcha,All-purpose Flour (Maida),2.5,cups,False
kulcha,Baking Powder,0.5,tsp,False
kulcha,Baking Soda,0.25,tsp,False
kulcha,Salt,0.75,tsp,False
kulcha,Sugar,2.0,tsp,False
kulcha,Plain Yogurt,4.0,tbsp,False
kulcha,Oil or Ghee,2.5,tbsp,False
kulcha,Lukewarm Water,0.75,cup,False
kulcha,Nigella Seeds (Kalonji),1.0,tbsp,False
tandoori_roti,Atta (Whole Wheat Flour),2.5,cups,False
tandoori_roti,Salt,1.0,tsp,False
tandoori_roti,Oil or Softened Butter,0.5,tbsp,False
tandoori_roti,Water,0.75,cup,False
chapati,Atta (Whole Wheat Flour),2.0,cups,False
chapati,Warm Water,0.75,cup,False
chapati,Oil (optional),1.0,tsp,False
chapati,Salt (optional),0.25,tsp,False
paratha,Atta (Whole Wheat Flour),2.0,cups,False
paratha,Salt,0.5,tsp,False
paratha,Oil or Ghee,1.0,tsp (for dough),False
paratha,Water,0.5,cup,False
paratha,Ghee or Oil,-1.0,for layering and frying,False
aloo_paratha,Atta (Whole Wheat Flour),2.0,cups,False
aloo_paratha,Potatoes,3.0,"medium, boiled and mashed",False
aloo_paratha,Green Chili,1.0,finely chopped,False
aloo_paratha,Fresh Coriander,2.0,"tbsp, finely chopped",False
aloo_paratha,Coriander Powder,1.0,tsp,False
aloo_paratha,Dry Mango Powder (Amchur),0.5,tsp,False
aloo_paratha,Salt,-1.0,to taste,False
aloo_paratha,Ghee or Oil,-1.0,for frying,False
lachha_paratha,Atta (Whole Wheat Flour),2.0,cups,False
lachha_paratha,Salt,0.5,tsp,False
lachha_paratha,Warm Water,1.0,cup,False
lachha_paratha,Ghee or Oil,-1.0,for layering and frying,False
parotta,Maida (All-purpose Flour),3.0,cups,False
parotta,Salt,1.0,tsp,False
parotta,Sugar,1.0,tbsp,False
parotta,Egg (optional),1.0,,False
parotta,Warm Milk,0.5,cup,False
parotta,Warm Water,0.5,cup,False
parotta,Oil or Ghee,0.25,cup,False
dosa,Parboiled Rice,1.0,cup,False
dosa,Urad Dal,0.25,cup,False
dosa,Thick Poha (Flattened Rice),2.0,tbsp,False
dosa,Fenugreek Seeds,0.125,tsp,False
dosa,Non-iodized Salt,0.5,tsp,False
masala_dosa,Dosa Batter,1.0,batch,False
masala_dosa,Potatoes,4.0,"medium, boiled and mashed",False
masala_dosa,Oil,1.0,tbsp,False
masala_dosa,Mustard Seeds,0.5,tsp,False
masala_dosa,Chana Dal,0.5,tsp,False
masala_dosa,Onion,1.0,"large, thinly sliced",False
masala_dosa,Green Chilies,2.0,slit,False
masala_dosa,Curry Leaves,10.0,,False
masala_dosa,Turmeric Powder,0.25,tsp,False
masala_dosa,Salt,-1.0,to taste,False
idli,Idli Rice (Parboiled Rice),1.5,cups,False
idli,Urad Dal (Husked Black Gram),0.5,cup,False
idli,Thick Poha (Flattened Rice),2.0,tbsp,False
idli,Fenugreek Seeds (Methi),0.5,tsp,False
idli,Non-iodized Salt,0.5,tsp,False
appam,Raw Rice,2.0,cups,False
appam,Fresh Grated Coconut,0.5,cup,False
appam,Cooked Rice,0.5,cup (for softness),False
appam,Active Dry Yeast,0.75,tsp,False
appam,Sugar,2.0,tbsp,False
appam,Salt,1.5,tsp,False
puttu,Puttu Podi (Roasted Rice Flour),1.0,cup,False
puttu,Fresh Grated Coconut,0.5,cup,False
puttu,Salt,0.33,tsp,False
puttu,Water,0.33,cup (approx.),False
puri,Atta (Whole Wheat Flour),1.0,cup,False
puri,Semolina (Rava/Suji),0.75,"tsp, for crispness",False
puri,Salt,0.125,tsp,False
puri,Oil,0.75,"tsp, for dough",False
puri,Water,0.25,cup,False
puri,Oil,-1.0,for deep-frying,False
baati,Whole Wheat Flour (Atta),2.0,cups,False
baati,Semolina (Suji),0.25,cup,False
baati,Ghee,0.25,"cup, melted",False
baati,Salt,0.5,tsp,False
baati,Carom Seeds (Ajwain),0.5,tsp,False
baati,Baking Soda,0.25,tsp,False
baati,Warm Water or Milk,0.5,cup,False
hyderabadi_biryani,Chicken,1.0,"kg, bone-in",False
hyderabadi_biryani,Thick Yogurt,1.0,cup,False
hyderabadi_biryani,Ginger-Garlic Paste,1.5,tbsp,False
hyderabadi_biryani,Red Chili Powder,1.5,tsp,False
